ilkid,firstname,lastname,position,firstseason,lastseason,h_feet,h_inches,weight,college,birthdate
DORSERO01,Ron,Dorsey,G,1971,1971,6,4,200,Tennessee State University,1948-10-10 00:00:00
DorseJo01,Joey,Dorsey,F,2008,0,6,8,268,University of Memphis,1983-12-16 00:00:00
DoubyQu01,Quincy,Douby,G,2006,2007,6,3,175,Rutgers University,1984-05-16 00:00:00
DOUGLBR01,Bruce,Douglas,G,1986,1986,6,3,195,University of Illinois,1964-04-09 00:00:00
DOUGLJO01,John,Douglas,G,1981,1982,6,2,170,University of Kansas,1956-06-12 00:00:00
DOUGLLE01,Leon,Douglas,C,1976,1982,6,10,230,University of Alabama,1954-08-26 00:00:00
DOUGLSH01,Sherman,Douglas,G,1989,2000,6,0,180,Syracuse University,1966-09-15 00:00:00
DouglCh01,Chris,Douglas-Roberts,G,2008,0,6,7,200,University of Memphis,1987-01-08 00:00:00
DOVELL01,Lloyd,Dove,F,1967,1968,6,7,198,Saint John's University,1945-08-16 00:00:00
DOVESO01,Sonny,Dove,F,1969,1971,0,0,0,0,0
DOVERJE01,Jerry,Dover,G,1971,1971,5,7,155,LeMoyne-Owen College,1949-10-16 00:00:00
DOWNEBI01,Bill,Downey,C,1947,1947,6,6,210,Marquette University,1923-11-11 00:00:00
DOWNIST01,Steve,Downing,C,1973,1974,6,8,225,Indiana University,1950-09-09 00:00:00
DOYLEDA01,Danny,Doyle,F,1962,1962,6,8,200,Belmont Abbey College,1940-02-06 00:00:00
DOZIETE01,Terry,Dozier,F,1989,1989,6,9,210,University of South Carolina,1966-06-29 00:00:00
DragiGo01,Goran,Dragic,G,2008,0,6,4,180,Not Available,1986-05-06 00:00:00
DREILGR01,Greg,Dreiling,C,1986,1996,7,1,250,University of Kansas,1963-11-07 00:00:00
DREWBR01,Bryce,Drew,G,1998,2003,6,2,185,Valparaiso University,1974-09-21 00:00:00
DREWJO01,John,Drew,F,1974,1984,6,6,205,Gardner-Webb University,1954-09-30 00:00:00
DREWLA01,Larry,Drew,G,1980,1990,6,1,170,University of Missouri,1958-04-02 00:00:00
DREXLCL01,Clyde,Drexler,G,1983,1997,6,7,210,University of Houston,1962-06-22 00:00:00
DRIGGNA01,Nate,Driggers,F,1996,1996,6,5,215,University of Montevallo,1973-10-12 00:00:00
DRISCTE01,Terry,Driscoll,F,1970,1974,6,7,215,Boston College,1947-08-28 00:00:00
DROBNPR01,Predrag,Drobnjak,C,2001,2004,6,11,270,0,1975-10-27 00:00:00
DROLLRA01,Ralph,Drollinger,C,1980,1980,7,2,250,University of California - Los Angeles,1954-04-20 00:00:00
DUCKEDI01,Dick,Duckett,G,1957,1957,6,1,185,Saint John's University,1933-03-25 00:00:00
DUCKWKE01,Kevin,Duckworth,C,1986,1996,7,0,275,Eastern Illinois University,1964-04-01 00:00:00
DUDLECH01,Charles,Dudley,G,1972,1978,6,2,180,University of Washington,1950-03-05 00:00:00
DUDLECH02,Chris,Dudley,C,1987,2002,6,11,235,Yale University,1965-02-22 00:00:00
DudleJa01,Jared,Dudley,F,2007,2007,6,7,225,Boston College,1985-07-10 00:00:00
DUEROTE01,Terry,Duerod,G,1979,1982,6,2,180,University of Detroit Mercy,1956-07-29 00:00:00
DUFFYBO01,Bob,Duffy,F,1946,1946,6,4,175,Tulane University,1922-07-05 00:00:00
DUFFYBO02,Bob,Duffy,G,1962,1964,6,3,185,Colgate University,1940-09-26 00:00:00
DUHONCH01,Chris,Duhon,G,2004,2007,6,1,193,Duke University,1982-08-31 00:00:00
DUKESWA01,Walter,Dukes,C,1955,1962,7,0,220,Seton Hall University,1930-06-23 00:00:00
DUMARJO01,Joe,Dumars,G,1985,1998,6,3,190,McNeese State University,1963-05-24 00:00:00
DUMASRI01,Richard,Dumas,F,1992,1995,6,7,200,Oklahoma State University,1969-05-19 00:00:00
DUMASRI02,Rich,Dumas,G,1968,1968,6,3,170,Northeastern State University,1945-01-01 00:00:00
DUMASTO01,Tony,Dumas,G,1994,1997,6,6,190,University of Missouri - Kansas City,1972-08-25 00:00:00
DUNCAAN01,Andy,Duncan,F,1948,1950,6,6,195,College of William and Mary,1922-04-17 00:00:00
DUNCATI01,Tim,Duncan,F,1997,2007,7,0,248,Wake Forest University,1976-04-25 00:00:00
DUNLEMI01,Mike,Dunleavy,G,1976,1989,6,2.5,180,University of South Carolina,1954-03-21 00:00:00
DUNLEMI02,Mike,Dunleavy,F,2002,2007,6,9,221,Duke University,1980-09-15 00:00:00
DUNNPA01,Pat,Dunn,G,1957,1957,6,2,170,Utah State University,1931-03-17 00:00:00
DUNNTR01,T.r.,Dunn,G,1977,1990,6,4,192,University of Alabama,1955-02-01 00:00:00
DUPRERO01,Ronald,Dupree,F,2003,2007,6,7,209,Louisiana State University,1981-01-26 00:00:00
DuranKe01,Kevin,Durant,F,2007,2007,6,9,225,University of Texas,1988-09-29 00:00:00
DURENJO01,John,Duren,G,1980,1982,6,3,195,Georgetown University,1958-10-30 00:00:00
DURHAJA01,Jarrett,Durham,F,1971,1971,6,5,188,Duquesne University,1949-08-22 00:00:00
DURHAPA01,Pat,Durham,F,1992,1994,6,7,210,Colorado State University,1967-03-10 00:00:00
DURRADE01,Devin,Durrant,F,1984,1985,6,7,200,Brigham Young University,1960-10-20 00:00:00
DURREKE01,Ken,Durrett,F,1971,1974,6,7,190,La Salle University,1948-12-08 00:00:00
DUVALDE01,Dennis,Duval,G,1974,1975,6,3,175,Syracuse University,1952-03-31 00:00:00
DWANJA01,Jack,Dwan,F,1948,1948,6,4,200,Loyola University Chicago,1921-05-03 00:00:00
DYKEMCR01,Craig,Dykema,F,1981,1981,6,8,190, Long Beach,1959-06-11 00:00:00
DYKERGE01,Gene,Dyker,F,1953,1953,6,6,225,DePaul University,1930-02-17 00:00:00
EACKLLE01,Ledell,Eackles,G,1988,1997,6,5,220,University of New Orleans,1966-11-24 00:00:00
EAKINJI01,Jim,Eakins,C,1968,1977,6,11,215,Brigham Young University,1946-05-24 00:00:00
EARLAC01,Acie,Earl,C,1993,1996,6,10,240,University of Iowa,1970-06-23 00:00:00
EARLEED01,Ed,Earle,F,1953,1953,6,3,190,Loyola University Chicago,1927-04-28 00:00:00
EATONMA01,Mark,Eaton,C,1982,1992,7,3,275,University of California - Los Angeles,1957-01-24 00:00:00
EAVESJE01,Jerry,Eaves,G,1982,1986,6,4,180,University of Louisville,1959-02-08 00:00:00
EBBENBI01,Bill,Ebben,G,1957,1957,6,4,190,University of Detroit Mercy,1935-10-07 00:00:00
EBERHAL01,Al,Eberhard,F,1974,1977,6,6,225,University of Missouri,1952-05-10 00:00:00
EBIND01,Ndudi,Ebi,F,2003,2004,6,9,195,0,1984-06-18 00:00:00
EBRONRO01,Roy,Ebron,C,1973,1973,6,9,220,University of Southwestern Louisiana,1951-08-31 00:00:00
EDDIEPA01,Patrick,Eddie,C,1991,1991,6,11,240,University of Mississippi,1967-12-27 00:00:00
EDDLETH01,Thomas,Eddleman,F,1949,1952,6,2.5,189,University of Illinois,1922-12-27 00:00:00
EDELIKE01,Kent,Edelin,F,1984,1984,6,8,205,University of Virginia,1962-05-24 00:00:00
EDGECH01,Charlie,Edge,F,1973,1974,6,6,210,LeMoyne-Owen College,1950-02-23 00:00:00
EDMONBO01,Bobby,Edmonds,F,1967,1969,6,6,220,Tennessee State University,1941-03-08 00:00:00
EDMONKE01,Keith,Edmonson,G,1982,1983,6,5,195,Purdue University,1960-09-28 00:00:00
EDNEYTY01,Tyus,Edney,G,1995,2000,5,10,152,University of California - Los Angeles,1973-02-14 00:00:00
EDWARBI01,Bill,Edwards,F,1993,1993,6,8,215,Wright State University,1971-09-22 00:00:00
EDWARBL01,Blue,Edwards,F,1989,1998,6,4,200,East Carolina University,1965-10-31 00:00:00
EDWARDO01,Doug,Edwards,F,1993,1995,6,7,220,Florida State University,1971-01-21 00:00:00
EDWARFR01,Franklin,Edwards,G,1981,1987,6,1,170,Cleveland State University,1959-02-02 00:00:00
EDWARJA01,James,Edwards,C,1977,1995,7,0,225,University of Washington,1955-11-22 00:00:00
EDWARJA02,Jay,Edwards,F,1989,1989,6,4,185,Indiana University,1969-01-03 00:00:00
EDWARKE01,Kevin,Edwards,G,1988,2000,6,3,190,DePaul University,1965-10-30 00:00:00
EDWARJO01,John,Edwards,C,2004,2005,7,0,264,Kent State University,1981-07-31 00:00:00
EDWARCO01,Corsley,Edwards,F,2004,2004,6,9,275,Central Connecticut State University,1979-03-05 00:00:00
EGANJO01,Johnny,Egan,G,1961,1971,5,11,180,Providence College,1939-01-31 00:00:00
EGGLELO01,Lonnie,Eggleston,G,1948,1948,6,0,170,Oklahoma State University,1918-06-08 00:00:00
EHLERED01,Eddie,Ehlers,G,1947,1948,6,3,198,Purdue University,1923-03-10 00:00:00
EHLOCR01,Craig,Ehlo,G,1983,1996,6,6,180,Washington State University,1961-08-11 00:00:00
EICHHDI01,Rich,Eichhorst,G,1961,1961,6,3,200,Southeast Missouri State University,1933-10-21 00:00:00
EISLEHO01,Howard,Eisley,G,1994,2005,6,2,177,Boston College,1972-12-04 00:00:00
EKEZIOB01,Obinna,Ekezie,F,1999,2004,6,9,270,University of Maryland,1975-08-22 00:00:00
EL-AMKH01,Khalid,El-amin,G,2000,2000,5,9,200,University of Connecticut,1979-04-25 00:00:00
ELIASDO01,Don,Eliason,F,1946,1946,6,2,210,Hamline University,1918-07-24 00:00:00
ELIEMA01,Mario,Elie,F,1990,2000,6,5,210,American International College,1963-11-26 00:00:00
ELLEFRA01,Ray,Ellefson,C,1948,1950,6,8,230,West Texas A&M University,1927-11-18 00:00:00
ELLIOBO01,Bob,Elliott,C,1978,1980,6,9,225,University of Arizona,1955-08-18 00:00:00
ELLIOSE01,Sean,Elliott,F,1989,2000,6,8,205,University of Arizona,1968-02-02 00:00:00
ELLISAL01,Alexander,Ellis,F,1958,1959,6,5,185,Niagara University,1936-02-11 00:00:00
ELLISBO01,Bo,Ellis,F,1977,1979,6,9,197,Marquette University,1954-08-08 00:00:00
ELLISDA01,Dale,Ellis,G,1983,1999,6,7,205,University of Tennessee,1960-08-06 00:00:00
ELLISHA01,Harold,Ellis,F,1993,1997,6,5,200,Morehouse College,1970-10-07 00:00:00
ELLISJO01,Joe,Ellis,F,1966,1973,6,6,175,University of San Francisco ,1944-05-03 00:00:00
ELLISLA01,Laphonso,Ellis,F,1992,2002,6,8,240,University of Notre Dame,1970-05-05 00:00:00
ELLISLE01,Leroy,Ellis,F,1962,1975,6,10,210,Saint John's University,1940-03-10 00:00:00
ELLISLE02,Leron,Ellis,C,1991,1995,6,9,225,Syracuse University,1969-04-28 00:00:00
ELLISMO01,Monta,Ellis,G,2005,2007,6,3,175,0,1985-10-26 00:00:00
ELLISPE01,Pervis,Ellison,C,1989,2000,6,9,210,University of Louisville,1967-04-03 00:00:00
ELMORLE01,Len,Elmore,C,1974,1983,6,9,220,University of Maryland,1952-03-28 00:00:00
ELSONFR01,Francisco,Elson,C,2003,2007,7,0,213, Berkeley,1976-02-28 00:00:00
ELSTODA01,Darrell,Elston,G,1974,1976,6,3.5,190,University of North Carolina,1952-08-15 00:00:00
ELYME01,Melvin,Ely,F,2002,2007,6,10,260,Fresno State University,1978-05-02 00:00:00
EMBRYWA01,Wayne,Embry,C,1958,1968,6,8,240,Miami University,1937-03-26 00:00:00
EMMETAN01,Andre,Emmett,G,2004,2004,6,4,216,Texas Tech University,1982-08-27 00:00:00
ENDRENE01,Ned,Endress,F,1946,1946,6,2,200,University of Akron,1918-03-02 00:00:00
ENGLECH01,Chris,Engler,C,1982,1987,6,11,245,University of Wyoming,1959-03-01 00:00:00
ENGLEWA01,Wayne,Englestad,F,1988,1988,6,8,245, Irvine,1963-12-06 00:00:00
ENGLIAJ01,A.j.,English,G,1990,1991,6,3,175,Virginia Union University,1967-07-11 00:00:00
ENGLIAL01,Alex,English,F,1976,1990,6,7,190,University of South Carolina,1954-01-05 00:00:00
ENGLICL01,Claude,English,G,1970,1970,6,4,185,University of Rhode Island,1946-12-26 00:00:00
ENGLIJO01,Jojo,English,G,1992,1994,6,4,195,University of South Carolina,1970-02-04 00:00:00
ENGLISC01,Scott,English,F,1972,1974,6,6,205,University of Texas at El Paso,1950-10-20 00:00:00
ENGLUGE01,Gene,Englund,F,1949,1949,6,4.5,205,University of Wisconsin,1917-10-21 00:00:00
EPPSRA01,Ray,Epps,F,1978,1978,6,6,195,Norfolk State University,1956-08-20 00:00:00
ERIASBO01,Bo,Erias,F,1957,1957,6,3,220,Niagara University,1932-07-30 00:00:00
ERICKKE01,Keith,Erickson,F,1965,1976,6,5,195,University of California - Los Angeles,1944-04-19 00:00:00
ERVINJU01,Julius,Erving,F,1971,1986,6,6,200,University of Massachusetts,1950-02-22 00:00:00
ESCHMEV01,Evan,Eschmeyer,C,1999,2002,6,11,255,Northwestern University,1975-05-30 00:00:00
ESKRIJA01,Jack,Eskridge,C,1948,1948,6,5,200,University of Kansas,1924-01-21 00:00:00
ESPOSVI01,Vincent,Esposito,G,1995,1995,6,3,198,0,1969-01-03 00:00:00
EVANSBI01,Billy,Evans,G,1969,1969,6,0,170,Boston College,1947-03-03 00:00:00
EVANSBO01,Bob,Evans,G,1949,1949,6,2,175,Butler University,1925-05-31 00:00:00
EVANSBR01,Brian,Evans,F,1996,1998,6,8,220,Indiana University,1973-09-13 00:00:00
EVANSEA01,Earl,Evans,F,1979,1979,6,8,202,University of Nevada - Las Vegas,1955-11-11 00:00:00
EVANSMA01,Maurice,Evans,F,2001,2007,6,5,220,University of Texas,1978-11-08 00:00:00
EVANSMI01,Mike,Evans,G,1979,1987,6,1,170,Kansas State University,1955-04-19 00:00:00
EVANSRE01,Reggie,Evans,F,2002,2007,6,8,245,University of Iowa,1980-05-18 00:00:00
EWINGDA01,Daniel,Ewing,G,2005,2006,6,3,185,Duke University,1983-03-26 00:00:00
EWINGPA01,Patrick,Ewing,C,1985,2001,7,0,240,Georgetown University,1962-08-05 00:00:00
EZERSJO01,Johnny,Ezersky,F,1947,1949,6,3,175,0,1921-01-01 00:00:00
FABELJO01,Joe,Fabel,F,1946,1946,6,1,190,University of Pittsburgh,1913-09-04 00:00:00
FAIRCJO01,John,Fairchild,F,1965,1969,6,7.5,205,Brigham Young University,1943-04-28 00:00:00
FARBMPH01,Phil,Farbman,F,1948,1948,6,1,185,City College of New York,1924-04-03 00:00:00
FARLEDI01,Dick,Farley,G,1954,1958,6,4,190,Indiana University,1932-04-13 00:00:00
FarmaJo01,Jordan,Farmar,G,2006,2007,6,2,180,University of California - Los Angeles,1986-11-30 00:00:00
FarmeDe01,Desmon,Farmer,G,2006,2006,6,5,220,University of Southern California,1981-10-07 00:00:00
FARMEJI01,Jim,Farmer,F,1987,1993,6,4,190,University of Alabama,1964-09-23 00:00:00
FARMEMI01,Mike,Farmer,F,1958,1965,6,7,210,University of San Francisco ,1936-09-26 00:00:00
FARMETO01,Tony,Farmer,F,1997,1999,6,9,244,University of Nebraska,1970-01-03 00:00:00
FAUGHBO01,Bob,Faught,F,1946,1946,6,5,185,University of Notre Dame,1921-09-02 00:00:00
FazekNi01,Nick,Fazekas,F,2007,2007,6,11,235,University of Nevada,1985-06-17 00:00:00
FEDORDA01,Dave,Fedor,F,1962,1962,6,6,190,Florida State University,1940-12-10 00:00:00
FEERIBO01,Bob,Feerick,G,1946,1949,6,3,190,Santa Clara University,1920-01-02 00:00:00
FEHERBU01,Butch,Feher,G,1976,1976,6,4,185,Vanderbilt University,1954-05-19 00:00:00
FEICKJA01,Jamie,Feick,F,1996,2000,6,9,255,Michigan State University,1974-07-03 00:00:00
FEIERRO01,Ron,Feiereisel,G,1955,1955,6,3,185,DePaul University,1931-08-06 00:00:00
FEIGEGE01,George,Feigenbaum,G,1949,1952,6,1,185,University of Kentucky,1929-07-02 00:00:00
FEITLDA01,Dave,Feitl,C,1986,1991,6,11,235,University of Texas at El Paso,1962-06-08 00:00:00
FELIXRA01,Ray,Felix,C,1953,1961,6,11,220,Long Island University,1930-12-10 00:00:00
FELIXNO01,Noel,Felix,C,2005,2005,6,9,225,Fresno State University,1981-10-04 00:00:00
FELTORA01,Raymond,Felton,G,2005,2007,6,1,198,University of North Carolina,1984-06-26 00:00:00
FENDLJA01,Jake,Fendley,G,1951,1952,6,0,180,Northwestern University,1929-06-12 00:00:00
FENLEBI01,Bill,Fenley,F,1946,1946,6,3,190,Manhattan College,1922-02-08 00:00:00
FERGUDE01,Desmond,Ferguson,F,2003,2003,6,7,203,University of Detroit Mercy,1977-07-22 00:00:00
FernaRu01,Rudy,Fernandez,G,2008,0,6,6,185,Not Available,1985-04-04 00:00:00
FERNSER01,Eric,Fernsten,C,1975,1983,6,10,205,University of San Francisco ,1953-11-01 00:00:00
FERRAAL01,Al,Ferrari,G,1955,1962,6,4,190,Michigan State University,1933-07-06 00:00:00
FERRERO01,Rolando,Ferreira,F,1988,1988,7,1,240,University of Houston,1964-05-24 00:00:00
FERREDU01,Duane,Ferrell,F,1988,1998,6,7,209,Georgia Institute of Technology,1965-02-28 00:00:00
FERRIAR01,Arnie,Ferrin,F,1948,1950,6,2,180,University of Utah,1925-07-29 00:00:00
FERRYBO01,Bob,Ferry,C,1959,1968,6,8,230,Saint Louis University,1937-05-31 00:00:00
FERRYDA01,Danny,Ferry,F,1990,2002,6,10,230,Duke University,1966-10-17 00:00:00
FesenKy01,Kyrylo,Fesenko,C,2007,2007,7,1,288,0,1986-12-24 00:00:00
FIELDBO01,Bobby,Fields,G,1971,1971,6,2.5,175,La Salle University,1949-10-20 00:00:00
FIELDKE01,Kenny,Fields,F,1984,1987,6,5,220,University of California - Los Angeles,1962-02-09 00:00:00
FILIPRO01,Ron,Filipek,F,1967,1967,6,5,205,Tennessee Tech University,1944-02-05 00:00:00
FILLMGR01,Greg,Fillmore,C,1970,1971,7,1,240,Cheyney University of Pennsylvania,1947-03-07 00:00:00
FINCHLA01,Larry,Finch,G,1973,1974,6,2,185,University of Memphis,1951-02-16 00:00:00
FINKEHA01,Hank,Finkel,C,1966,1974,7,0,240,Univeristy of Dayton,1942-04-20 00:00:00
FINLEMI01,Michael,Finley,F,1995,2007,6,7,215,University of Wisconsin,1973-03-06 00:00:00
FINNDA01,Danny,Finn,G,1952,1954,6,1,185,Saint John's University,1928-05-27 00:00:00
FISHMA01,Matt,Fish,C,1994,1996,6,11,235,University of North Carolina at Wilmington,1969-11-18 00:00:00
FISHEDE01,Derek,Fisher,G,1996,2007,6,1,200,University of Arkansas at Little Rock,1974-08-09 00:00:00
FISHERI01,Rick,Fisher,F,1971,1971,6,5,215,Colorado State University,1948-10-27 00:00:00
FITCHGE01,Gerald,Fitch,G,2005,2005,6,3,188,University of Kentucky,1982-08-12 00:00:00
FITZGBO01,Bob,Fitzgerald,F,1946,1948,6,5,190,Fordham University,1923-03-14 00:00:00
FITZGDI01,Dick,Fitzgerald,F,1946,1947,6,2,175,Seton Hall University,1920-11-18 00:00:00
FIZERMA01,Marcus,Fizer,F,2000,2005,6,8,260,Iowa State University,1978-08-10 00:00:00
FLEISJE01,Jerry,Fleishman,G,1946,1952,6,2,190,New York University,1922-02-14 00:00:00
FLEMIAL01,Al,Fleming,F,1977,1977,6,7,215,University of Arizona,1954-04-05 00:00:00
FLEMIED01,Ed,Fleming,G,1955,1959,6,3,189,Niagara University,1933-07-25 00:00:00
FLEMIVE01,Vern,Fleming,G,1984,1995,6,5,185,University of Georgia,1962-02-04 00:00:00
FLORELU01,Luis,Flores,G,2004,2004,6,1,202,Manhattan College,1981-04-11 00:00:00
FLOWEBR01,Bruce,Flowers,F,1982,1982,6,8,225,University of Notre Dame,1957-06-13 00:00:00
FLOYDSL01,Sleepy,Floyd,G,1982,1994,6,3,170,Georgetown University,1960-03-06 00:00:00
FLYNNMI01,Mike,Flynn,G,1975,1977,6,2,180,University of Kentucky,1953-07-31 00:00:00
FOGLELA01,Larry,Fogle,G,1975,1975,6,5,205,Canisius College,1953-03-19 00:00:00
FOLEYJA01,Jack,Foley,F,1962,1962,6,3,170,College of Holy Cross,1939-04-19 00:00:00
FONTAIS01,Isaac,Fontaine,G,2001,2001,6,4,210,Washington State University,1975-04-16 00:00:00
FONTALE01,Levi,Fontaine,G,1970,1970,6,4,190,University of Maryland Eastern Shore,1948-11-01 00:00:00
FORDAL01,Alphonso,Ford,F,1993,1994,6,1,190,Mississippi Valley State University,1971-10-31 00:00:00
FORDAL02,Alton,Ford,F,2001,2003,6,9,275,University of Houston,1981-05-29 00:00:00
FORDBO01,Bob,Ford,F,1972,1972,6,7,228,Purdue University,1950-01-26 00:00:00
FORDCH01,Chris,Ford,G,1972,1981,6,5,190,Villanova University,1949-01-11 00:00:00
FORDDO01,Don,Ford,F,1975,1981,6,8.5,215,University of California - Santa Barbara,1952-12-31 00:00:00
FORDJA01,Jake,Ford,G,1970,1971,6,3,180,University of Maryland Eastern Shore,1946-04-29 00:00:00
FORDPH01,Phil,Ford,G,1978,1984,6,2,175,University of North Carolina,1956-02-09 00:00:00
FORDSH01,Sherell,Ford,F,1995,1995,6,7,210,University of Illinois-Chicago,1972-08-26 00:00:00
FORDSH02,Sharrod,Ford,F,2005,2005,6,9,225,Clemson University,1982-01-09 00:00:00
FORDTJ01,T.J.,Ford,G,2003,2007,5,10,165,University of Texas,1983-03-24 00:00:00
FORMADO01,Donnie,Forman,G,1948,1948,5,10,175,New York University,1926-01-17 00:00:00
FORREBA01,Bayard,Forrest,C,1977,1978,6,10,235,Grand Canyon University,1954-07-08 00:00:00
FORTEJO01,Joseph,Forte,G,2001,2002,6,4,192,University of North Carolina,1981-05-23 00:00:00
FORTSDA01,Danny,Fortson,F,1997,2006,6,7,260,University of Cincinnati,1976-03-27 00:00:00
FOSTEFR01,Fred,Foster,F,1968,1976,6,5,210,Miami University,1946-03-18 00:00:00
FOSTEGR01,Greg,Foster,C,1990,2002,6,11,240,University of Texas at El Paso,1968-10-03 00:00:00
FOSTEJE01,Jeff,Foster,C,1999,2007,6,11,236,Southwest Texas State University,1977-01-16 00:00:00
FOSTEJI01,Jimmy,Foster,G,1974,1975,6,1,175,University of Connecticut,1951-12-16 00:00:00
FOSTERO01,Rod,Foster,G,1983,1985,6,1,160,University of California - Los Angeles,1960-10-10 00:00:00
FOTSIAN01,Antonis,Fotsis,F,2001,2001,6,10,219,0,1981-04-01 00:00:00
FOUSTLA01,Larry,Foust,C,1950,1961,6,9,215,La Salle University,1928-06-24 00:00:00
FOWLECA01,Cal,Fowler,G,1969,1969,6,0,175,Saint. Francis University,1940-02-11 00:00:00
FOWLEJE01,Jerry,Fowler,C,1951,1951,6,7.5,230,University of Missouri,1927-06-20 00:00:00
FOWLKTR01,Tremaine,Fowlkes,F,2001,2004,6,7,208,Fresno State University,1976-04-11 00:00:00
FOXHA01,Harold,Fox,G,1972,1972,6,2,175,Jacksonville University,1949-08-29 00:00:00
FOXJI01,Jim,Fox,C,1967,1976,6,10,230,University of South Carolina,1943-04-07 00:00:00
FOXRI01,Rick,Fox,F,1991,2003,6,7,230,University of North Carolina,1969-07-24 00:00:00
FoyeRa01,Randy,Foye,G,2006,2007,6,4,213,Villanova University,1983-09-24 00:00:00
FOYLEAD01,Adonal,Foyle,C,1997,2007,6,10,250,Colgate University,1975-03-09 00:00:00
FRAHMRI01,Richie,Frahm,G,2003,2007,6,5,210,Gonzaga University,1977-08-14 00:00:00
FRANCST01,Steve,Francis,G,1999,2007,6,3,195,University of Maryland,1978-02-21 00:00:00
FRANKTE01,Tellis,Frank,F,1987,1993,6,10,225,Western Kentucky University,1965-04-26 00:00:00
FRANKNA01,Nat,Frankel,F,1946,1946,6,0,195,Brooklyn College,1913-11-03 00:00:00
FRANKWI01,Will,Franklin,F,1972,1975,6,7,220,Purdue University,1949-10-19 00:00:00
FRANZRO01,Ron,Franz,F,1967,1972,6,7,205,University of Kansas,1945-10-20 00:00:00
FRAZIWA01,Walt,Frazier,G,1967,1979,6,4,200,Southern Illinois University,1945-03-29 00:00:00
FRAZIWI01,Will,Frazier,F,1965,1965,6,7,210,Grambling State University,1942-08-24 00:00:00
FRAZIWI02,Wilbert,Frazier,C,1967,1968,0,0,0,0,0
FREDEAN01,Anthony,Frederick,F,1988,1991,6,7,205,Pepperdine University,1964-12-07 00:00:00
FREEWO01,World,Free,G,1975,1987,6,2,185,Guilford College,1953-12-09 00:00:00
FREEMDO01,Donnie,Freeman,G,1967,1975,6,3,185,University of Illinois,1944-07-18 00:00:00
FREEMGA01,Gary,Freeman,F,1970,1970,6,9,210,Oregon State University,1948-07-25 00:00:00
FREEMRO01,Rod,Freeman,F,1973,1973,6,7,225,Vanderbilt University,1950-11-05 00:00:00
FREIJMA01,Matt,Freije,F,2004,2006,6,10,249,Vanderbilt University,1981-10-02 00:00:00
FREYFR01,Frido,Frey,F,1946,1946,6,2,195,Long Island University,1921-10-26 00:00:00
FRIENLA01,Larry,Friend,G,1957,1957,6,4,185, Berkeley,1935-04-14 00:00:00
FRINKPA01,Pat,Frink,G,1968,1968,6,4,195,Colorado University,1945-02-18 00:00:00
FRITSJI01,Jim,Fritsche,C,1953,1954,6,8,210,Hamline University,1931-12-10 00:00:00
FRYECH01,Channing,Frye,C,2005,2007,6,11,248,University of Arizona,1983-05-17 00:00:00
FRYERBE01,Bernie,Fryer,G,1973,1974,6,3,185,Brigham Young University,1949-12-25 00:00:00
FUCARFR01,Frank,Fucarino,F,1946,1946,6,2,175,Long Island University,1920-07-24 00:00:00
FUETSHE01,Herm,Fuetsch,G,1947,1947,6,0,170,0,1918-07-06 00:00:00
FULKSJO01,Joe,Fulks,F,1946,1953,6,5,190,Murray State University,1921-10-26 00:00:00
FULLECA01,Carl,Fuller,C,1970,1971,6,9,225,Bethune-Cookman College,1946-01-10 00:00:00
FULLETO01,Tony,Fuller,G,1980,1980,6,4,180,Pepperdine University,1958-09-04 00:00:00
FULLETO02,Todd,Fuller,C,1996,2000,6,11,255,North Carolina State University,1974-07-25 00:00:00
FULLEHI01,Hiram,Fuller,F,2003,2003,6,9,240,Fresno State University,1981-05-15 00:00:00
