ilkid,year,firstname,lastname,conference,leag,gp,minutes,pts,dreb,oreb,reb,asts,stl,blk,turnover,pf,fga,fgm,fta,ftm,tpa,tpm
MelchBi01 ,1970,Bill,Melchionni,east,A,1,24,12,1,0,1,4,NULL,NULL,1,2,10,5,3,2,0,0
MelchBi01 ,1971,Bill,Melchionni,east,A,1,18,5,2,0,2,2,NULL,NULL,1,1,4,2,1,1,0,0
MelchBi01 ,1972,Bill,Melchionni,east,A,1,24,4,5,3,8,2,1,0,4,1,6,1,2,2,0,0
MenyaDe01 ,1967,Dewitt,Menyard,west,A,1,6,4,1,1,2,0,NULL,NULL,0,2,4,2,1,0,0,0
MeschTo01 ,1962,Tom,Meschery,west,N,1,8,3,NULL,NULL,1,1,NULL,NULL,NULL,NULL,3,1,2,1,NULL,NULL
MikanGe01 ,1950,George,Mikan,west,N,1,0,12,NULL,NULL,11,3,NULL,NULL,NULL,NULL,17,4,6,4,NULL,NULL
MikanGe01 ,1953,George,Mikan,west,N,1,31,18,NULL,NULL,9,1,NULL,NULL,NULL,NULL,18,6,8,6,NULL,NULL
MikanGe01 ,1952,George,Mikan,west,N,1,40,22,NULL,NULL,16,2,NULL,NULL,NULL,NULL,26,9,4,4,NULL,NULL
MikanGe01 ,1951,George,Mikan,west,N,1,29,26,NULL,NULL,15,1,NULL,NULL,NULL,NULL,19,9,9,8,NULL,NULL
MikkeVe01 ,1950,Vern,Mikkelsen,west,N,1,0,11,NULL,NULL,9,1,NULL,NULL,NULL,NULL,11,4,4,3,NULL,NULL
MikkeVe01 ,1956,Vern,Mikkelsen,west,N,1,21,6,NULL,NULL,9,1,NULL,NULL,NULL,NULL,10,3,4,0,NULL,NULL
MikkeVe01 ,1955,Vern,Mikkelsen,west,N,1,22,16,NULL,NULL,9,2,NULL,NULL,NULL,NULL,13,5,7,6,NULL,NULL
MikkeVe01 ,1954,Vern,Mikkelsen,west,N,1,25,16,NULL,NULL,9,1,NULL,NULL,NULL,NULL,15,7,3,2,NULL,NULL
MikkeVe01 ,1952,Vern,Mikkelsen,west,N,1,19,6,NULL,NULL,6,3,NULL,NULL,NULL,NULL,13,3,0,0,NULL,NULL
MikkeVe01 ,1951,Vern,Mikkelsen,west,N,1,23,12,NULL,NULL,10,0,NULL,NULL,NULL,NULL,8,5,2,2,NULL,NULL
MilesEd01 ,1965,Eddie,Miles,west,N,1,28,17,NULL,NULL,1,0,NULL,NULL,NULL,NULL,16,8,5,1,NULL,NULL
MilleBr01 ,2002,Brad,Miller,east,N,1,17,5,3,3,6,3,0,0,2,2,4,2,2,1,0,0
MilleBr01 ,2003,Brad,Miller,west,N,1,10,8,2,1,3,0,0,0,2,0,5,4,0,0,0,0
MilleRe01 ,1999,Reggie,Miller,east,N,1,21,5,2,0,2,3,1,0,1,1,7,1,2,2,6,1
MilleRe01 ,1997,Reggie,Miller,east,N,1,20,14,0,0,0,0,1,0,0,2,8,6,2,1,2,1
MilleRe01 ,1995,Reggie,Miller,east,N,1,18,8,NULL,NULL,2,2,NULL,NULL,NULL,NULL,8,4,0,0,NULL,NULL
MilleRe01 ,1994,Reggie,Miller,east,N,1,23,9,NULL,NULL,0,2,NULL,NULL,NULL,NULL,9,3,0,0,NULL,NULL
MilleRe01 ,1989,Reggie,Miller,east,N,1,14,4,NULL,NULL,1,3,NULL,NULL,NULL,NULL,3,2,0,0,NULL,NULL
MingYa01  ,2003,Yao,Ming,west,N,1,18,16,2,2,4,1,0,0,0,2,14,8,0,0,2,0
MingYa01  ,2002,Yao,Ming,west,N,1,17,2,2,0,2,0,0,0,0,1,1,1,0,0,0,0
MINGYA01  ,2008,Yao,Ming,West,N,1,12,2,3,0,3,0,0,1,1,2,4,1,0,0,0,0
mingya01  ,2005,Yao,Ming,west,N,1,19,5,2,0,2,1,1,0,0,2,5,2,2,1,0,0
MINGYA01  ,2004,Yao,Ming,west,N,1,21,11,5,3,8,5,0,1,1,1,9,5,2,1,0,0
mingya01  ,2007,Yao,Ming,West,N,1,13,6,1,4,5,1,0,0,1,0,5,2,2,2,2,0
MitchMi01 ,1980,Mike,Mitchell,east,N,1,15,14,NULL,NULL,4,2,NULL,NULL,NULL,NULL,12,6,2,2,NULL,NULL
MixSt01   ,1974,Steve,Mix,east,N,1,11,4,NULL,NULL,2,0,NULL,NULL,NULL,NULL,5,2,0,0,NULL,NULL
MoeDo01   ,1967,Douglas,Moe,west,A,1,29,17,5,2,7,5,NULL,NULL,2,4,13,7,5,3,1,0
MoeDo01   ,1968,Douglas,Moe,west,A,1,26,17,2,4,6,6,NULL,NULL,1,3,13,6,8,5,0,0
MoeDo01   ,1969,Douglas,Moe,east,A,1,26,2,NULL,NULL,8,6,NULL,NULL,NULL,1,5,0,3,2,0,0
MoncrSi01 ,1984,Sidney,Moncrief,east,N,1,22,8,NULL,NULL,5,4,NULL,NULL,NULL,NULL,5,1,6,6,NULL,NULL
MoncrSi01 ,1983,Sidney,Moncrief,east,N,1,26,8,NULL,NULL,5,2,NULL,NULL,NULL,NULL,6,3,2,2,NULL,NULL
MoncrSi01 ,1982,Sidney,Moncrief,east,N,1,28,20,NULL,NULL,5,4,NULL,NULL,NULL,NULL,14,8,5,4,NULL,NULL
MoncrSi01 ,1985,Sidney,Moncrief,east,N,1,26,16,NULL,NULL,3,1,NULL,NULL,NULL,NULL,11,4,7,7,NULL,NULL
MoncrSi01 ,1981,Sidney,Moncrief,East,N,1,22,6,1,3,4,1,1,0,1,2,11,3,2,0,0,0
MonroEa01 ,1970,Earl,Monroe,east,N,1,18,6,NULL,NULL,5,2,NULL,NULL,NULL,NULL,9,3,0,0,NULL,NULL
MonroEa01 ,1968,Earl,Monroe,east,N,1,27,21,NULL,NULL,4,4,NULL,NULL,NULL,NULL,15,6,12,9,NULL,NULL
MonroEa01 ,1976,Earl,Monroe,east,N,1,15,4,NULL,NULL,0,3,NULL,NULL,NULL,NULL,7,2,0,0,NULL,NULL
MonroEa01 ,1974,Earl,Monroe,east,N,1,25,9,NULL,NULL,3,2,NULL,NULL,NULL,NULL,8,3,5,3,NULL,NULL
MooreGe01 ,1969,Gene,Moore,east,A,1,12,4,NULL,NULL,4,0,NULL,NULL,NULL,1,6,2,0,0,1,0
MournAl01 ,1994,Alonzo,Mourning,east,N,1,19,10,NULL,NULL,8,1,NULL,NULL,NULL,NULL,9,4,3,2,NULL,NULL
MournAl01 ,1993,Alonzo,Mourning,east,N,1,99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MournAl01 ,2001,Alonzo,Mourning,east,N,1,16,13,2,1,3,2,0,2,1,1,7,6,1,1,0,0
MournAl01 ,2000,Alonzo,Mourning,east,N,1,99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MournAl01 ,1999,Alonzo,Mourning,east,N,1,27,15,5,2,7,1,3,4,1,4,11,7,2,1,0,0
MournAl01 ,1996,Alonzo,Mourning,east,N,1,99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MournAl01 ,1995,Alonzo,Mourning,east,N,1,13,2,NULL,NULL,1,0,NULL,NULL,NULL,NULL,6,1,0,0,NULL,NULL
MulliCh01 ,1991,Chris,Mullin,west,N,1,24,13,NULL,NULL,1,3,NULL,NULL,NULL,NULL,7,6,0,0,NULL,NULL
MulliCh01 ,1990,Chris,Mullin,west,N,1,24,13,NULL,NULL,2,2,NULL,NULL,NULL,NULL,8,4,4,4,NULL,NULL
MulliCh01 ,1989,Chris,Mullin,west,N,1,16,3,NULL,NULL,3,1,NULL,NULL,NULL,NULL,5,1,2,1,NULL,NULL
MulliCh01 ,1988,Chris,Mullin,west,N,1,14,4,NULL,NULL,2,2,NULL,NULL,NULL,NULL,4,1,2,2,NULL,NULL
MulliCh01 ,1992,Chris,Mullin,west,N,1,99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
MulliJe01 ,1970,Jeff,Mullins,west,N,1,3,0,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
MulliJe01 ,1969,Jeff,Mullins,west,N,1,14,8,NULL,NULL,1,1,NULL,NULL,NULL,NULL,6,4,0,0,NULL,NULL
MulliJe01 ,1968,Jeff,Mullins,west,N,1,25,14,NULL,NULL,4,5,NULL,NULL,NULL,NULL,14,7,0,0,NULL,NULL
MurphCa01 ,1978,Calvin,Murphy,east,N,1,15,6,NULL,NULL,1,5,NULL,NULL,NULL,NULL,5,3,0,0,NULL,NULL
MutomDi01 ,2000,Dikembe,Mutombo,east,N,1,28,6,19,3,22,0,2,3,2,5,2,2,2,2,0,0
MutomDi01 ,1999,Dikembe,Mutombo,east,N,1,16,4,6,2,8,0,0,0,2,0,4,2,0,0,0,0
MutomDi01 ,1997,Dikembe,Mutombo,east,N,1,19,9,6,1,7,0,0,1,0,3,5,4,2,1,0,0
MutomDi01 ,1996,Dikembe,Mutombo,east,N,1,15,3,6,2,8,0,0,1,1,0,5,1,2,1,0,0
MutomDi01 ,1995,Dikembe,Mutombo,west,N,1,11,4,NULL,NULL,9,0,NULL,NULL,NULL,NULL,4,2,0,0,NULL,NULL
MutomDi01 ,1994,Dikembe,Mutombo,west,N,1,20,12,NULL,NULL,8,1,NULL,NULL,NULL,NULL,8,6,0,0,NULL,NULL
MutomDi01 ,1991,Dikembe,Mutombo,west,N,1,10,4,NULL,NULL,2,1,NULL,NULL,NULL,NULL,4,2,0,0,NULL,NULL
MutomDi01 ,2001,Dikembe,Mutombo,east,N,1,21,8,4,6,10,0,0,1,2,0,5,3,2,2,0,0
NanceLa01 ,1992,Larry,Nance,east,N,1,12,7,NULL,NULL,3,1,NULL,NULL,NULL,NULL,4,3,2,1,NULL,0
NanceLa01 ,1988,Larry,Nance,east,N,1,17,10,NULL,NULL,6,1,NULL,NULL,NULL,NULL,9,5,0,0,NULL,NULL
NanceLa01 ,1984,Larry,Nance,west,N,1,15,16,NULL,NULL,5,0,NULL,NULL,NULL,NULL,8,7,2,2,NULL,NULL
NashSt01  ,2002,Steve,Nash,west,N,1,16,2,3,2,5,3,1,0,4,1,3,1,1,0,2,0
NashSt01  ,2001,Steve,Nash,west,N,1,24,8,1,2,3,9,1,0,0,1,9,3,0,0,4,2
nashst01  ,2007,Steve,Nash,West,N,1,19,8,0,0,0,6,0,1,1,3,8,4,0,0,1,0
NASHST01  ,2004,Steve,Nash,west,N,1,18,2,0,0,0,6,0,0,3,0,2,1,0,0,1,0
nashst01  ,2005,Steve,Nash,west,N,1,28,2,4,1,5,6,1,0,2,2,2,1,0,0,0,0
NaterSw01 ,1973,Swen,Nater,west,A,1,28,29,9,13,22,0,0,2,2,2,24,13,4,3,0,0
NaterSw01 ,1974,Swen,Nater,west,A,1,26,12,3,2,5,1,0,0,2,3,13,5,2,2,0,0
NattCa01  ,1984,Calvin,Natt,west,N,1,11,3,NULL,NULL,3,1,NULL,NULL,NULL,NULL,3,1,2,1,NULL,NULL
NaullWi01 ,1961,Willie,Naulls,east,N,1,21,11,NULL,NULL,7,0,NULL,NULL,NULL,NULL,16,5,1,1,NULL,NULL
NaullWi01 ,1960,Willie,Naulls,east,N,1,16,8,NULL,NULL,6,2,NULL,NULL,NULL,NULL,6,4,1,0,NULL,NULL
NaullWi01 ,1959,Willie,Naulls,east,N,1,26,13,NULL,NULL,10,0,NULL,NULL,NULL,NULL,19,5,4,3,NULL,NULL
NaullWi01 ,1957,Willie,Naulls,east,N,1,15,8,NULL,NULL,3,0,NULL,NULL,NULL,NULL,9,3,2,2,NULL,NULL
NetolBo01 ,1967,Bob,Netolicky,east,A,1,19,12,8,3,11,1,NULL,NULL,1,1,8,4,4,4,0,0
NetolBo01 ,1968,Bob,Netolicky,east,A,1,26,13,9,3,12,1,NULL,NULL,1,2,9,5,5,3,0,0
NetolBo01 ,1969,Bob,Netolicky,east,A,1,33,15,NULL,NULL,8,2,NULL,NULL,NULL,2,18,7,4,1,0,0
NetolBo01 ,1970,Bob,Netolicky,west,A,1,22,6,4,0,4,1,NULL,NULL,1,2,4,3,2,0,0,0
NixonNo01 ,1984,Norm,Nixon,west,N,1,19,11,NULL,NULL,2,8,NULL,NULL,NULL,NULL,7,5,2,1,NULL,NULL
NixonNo01 ,1981,Norm,Nixon,West,N,1,19,14,0,0,0,2,0,0,0,0,14,7,0,0,0,0
NobleCh01 ,1959,Chuck,Noble,west,N,1,11,0,NULL,NULL,1,3,NULL,NULL,NULL,NULL,5,0,0,0,NULL,NULL
NowitDi01 ,2003,Dirk,Nowitzki,west,N,1,13,2,0,0,0,1,2,0,2,0,3,1,0,0,1,0
NowitDi01 ,2002,Dirk,Nowitzki,west,N,1,16,9,1,0,1,1,0,0,2,1,8,4,0,0,4,1
NowitDi01 ,2001,Dirk,Nowitzki,west,N,1,24,12,6,2,8,3,0,0,2,1,11,5,1,1,4,1
NOWITDI01 ,2008,Dirk,Nowitzki,West,N,1,14,8,1,0,1,1,0,0,0,0,5,3,2,2,0,0
nowitdi01 ,2005,Dirk,Nowitzki,west,N,1,16,10,3,3,6,0,0,0,0,2,8,4,3,2,3,0
NowitDi01 ,2006,Dirk,Nowitzki,West,N,1,16,9,3,2,5,2,0,0,0,0,9,4,0,0,2,1
NOWITDI01 ,2004,Dirk,Nowitzki,west,N,1,21,10,4,3,7,2,4,4,3,1,10,4,2,1,3,1
nowitdi01 ,2007,Dirk,Nowitzki,West,N,1,25,13,3,1,4,2,0,0,2,0,14,5,2,2,4,1
O'NeaJe01 ,2006,Jermaine,O'Neal,East,N,1,23,8,4,3,7,1,1,1,0,2,8,4,0,0,0,0
O'NeaSh01 ,2006,Shaquille,O'Neal,East,N,1,17,10,2,4,6,1,1,1,0,1,13,5,0,0,0,0
OakleCh01 ,1993,Charles,Oakley,east,N,1,11,2,NULL,NULL,3,3,NULL,NULL,NULL,NULL,3,1,0,0,NULL,NULL
OhlDo01   ,1966,Don,Ohl,east,N,1,22,17,NULL,NULL,1,2,NULL,NULL,NULL,NULL,13,5,7,7,NULL,NULL
OhlDo01   ,1965,Don,Ohl,west,N,1,23,16,NULL,NULL,4,2,NULL,NULL,NULL,NULL,16,7,3,2,NULL,NULL
OhlDo01   ,1964,Don,Ohl,west,N,1,12,2,NULL,NULL,2,1,NULL,NULL,NULL,NULL,1,0,2,2,NULL,NULL
OhlDo01   ,1963,Don,Ohl,west,N,1,18,8,NULL,NULL,2,0,NULL,NULL,NULL,NULL,9,3,2,2,NULL,NULL
OhlDo01   ,1962,Don,Ohl,west,N,1,12,3,NULL,NULL,0,2,NULL,NULL,NULL,NULL,4,1,1,1,NULL,NULL
OkurMe01  ,2006,Mehmet,Okur,West,N,1,15,4,2,0,2,1,0,0,0,0,2,2,2,0,0,0
OlajuHa01 ,1996,Hakeem,Olajuwon,west,N,1,28,11,3,0,3,1,0,1,1,1,8,5,2,1,0,0
OlajuHa01 ,1995,Hakeem,Olajuwon,west,N,1,14,4,NULL,NULL,3,0,NULL,NULL,NULL,NULL,8,2,0,0,NULL,NULL
OlajuHa01 ,1994,Hakeem,Olajuwon,west,N,1,25,13,NULL,NULL,11,1,NULL,NULL,NULL,NULL,13,6,2,0,NULL,NULL
OlajuHa01 ,1993,Hakeem,Olajuwon,west,N,1,30,19,NULL,NULL,11,2,NULL,NULL,NULL,NULL,15,8,6,3,NULL,NULL
OlajuHa01 ,1992,Hakeem,Olajuwon,west,N,1,21,3,NULL,NULL,7,1,NULL,NULL,NULL,NULL,5,1,2,1,NULL,0
OlajuHa01 ,1991,Hakeem,Olajuwon,west,N,1,20,7,NULL,NULL,4,2,NULL,NULL,NULL,NULL,6,3,1,1,NULL,NULL
OlajuHa01 ,1989,Hakeem,Olajuwon,west,N,1,31,8,NULL,NULL,16,2,NULL,NULL,NULL,NULL,14,2,10,4,NULL,NULL
OlajuHa01 ,1988,Hakeem,Olajuwon,west,N,1,25,12,NULL,NULL,7,3,NULL,NULL,NULL,NULL,12,5,3,2,NULL,NULL
OlajuHa01 ,1987,Hakeem,Olajuwon,west,N,1,28,21,NULL,NULL,9,2,NULL,NULL,NULL,NULL,13,8,7,5,NULL,NULL
OlajuHa01 ,1986,Hakeem,Olajuwon,west,N,1,26,10,NULL,NULL,13,2,NULL,NULL,NULL,NULL,6,2,8,6,NULL,NULL
OlajuHa01 ,1985,Hakeem,Olajuwon,west,N,1,15,3,NULL,NULL,5,0,NULL,NULL,NULL,NULL,8,1,2,1,NULL,NULL
OlajuHa01 ,1984,Hakeem,Olajuwon,west,N,1,15,6,NULL,NULL,5,1,NULL,NULL,NULL,NULL,2,2,6,2,NULL,NULL
ONeaJe01  ,2003,Jermaine,O'Neal,east,N,1,28,16,7,2,9,2,1,0,2,0,13,7,4,2,0,0
ONeaJe01  ,2002,Jermaine,O'Neal,east,N,1,33,10,6,4,10,0,2,4,2,2,10,3,6,4,0,0
ONeaJe01  ,2001,Jermaine,O'Neal,east,N,1,17,7,7,0,7,0,0,0,1,1,5,2,4,3,0,0
oneaje01  ,2005,Jermaine,O'Neal,east,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ONEAJE01  ,2004,Jermaine,O'Neal,east,N,1,19,15,4,1,5,1,1,1,1,1,10,6,4,3,0,0
ONEASH01  ,2004,Shaquille,O'Neal,east,N,1,26,12,6,0,6,1,3,3,0,2,11,6,3,0,1,0
oneash01  ,2005,Shaquille,O'Neal,east,N,1,23,17,6,3,9,4,1,0,2,5,9,7,5,3,0,0
ONEASH01  ,2008,Shaquille,O'Neal,West,N,1,11,17,1,4,5,3,0,1,2,1,9,8,4,1,0,0
ONeaSh01  ,2002,Shaquille,O'Neal,west,N,1,26,19,10,3,13,1,2,1,3,3,14,8,5,3,0,0
ONeaSh01  ,2001,Shaquille,O'Neal,west,N,1,99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ONeaSh01  ,2000,Shaquille,O'Neal,west,N,1,99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ONeaSh01  ,1999,Shaquille,O'Neal,west,N,1,25,22,5,4,9,3,0,3,4,2,20,11,2,0,0,0
ONeaSh01  ,1997,Shaquille,O'Neal,west,N,1,18,12,2,2,4,1,0,0,2,2,10,5,4,2,0,0
ONeaSh01  ,1996,Shaquille,O'Neal,west,N,1,99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ONeaSh01  ,1995,Shaquille,O'Neal,east,N,1,28,25,NULL,NULL,10,1,NULL,NULL,NULL,NULL,16,10,11,5,NULL,NULL
ONeaSh01  ,1994,Shaquille,O'Neal,east,N,1,26,22,NULL,NULL,7,1,NULL,NULL,NULL,NULL,16,9,7,4,NULL,NULL
ONeaSh01  ,1993,Shaquille,O'Neal,east,N,1,26,8,NULL,NULL,10,0,NULL,NULL,NULL,NULL,12,2,11,4,NULL,NULL
ONeaSh01  ,1992,Shaquille,O'Neal,east,N,1,25,14,NULL,NULL,7,0,NULL,NULL,NULL,NULL,9,4,9,6,NULL,0
ONeaSh11  ,2003,Shaquille,O'Neal,west,N,1,24,24,6,5,11,1,2,2,4,3,19,12,1,0,0,0
ParisRo01 ,1990,Robert,Parish,east,N,1,5,2,NULL,NULL,4,0,NULL,NULL,NULL,NULL,2,1,0,0,NULL,NULL
ParisRo01 ,1989,Robert,Parish,east,N,1,21,14,NULL,NULL,4,2,NULL,NULL,NULL,NULL,11,7,1,0,NULL,NULL
ParisRo01 ,1986,Robert,Parish,east,N,1,8,4,NULL,NULL,3,0,NULL,NULL,NULL,NULL,3,2,0,0,NULL,NULL
ParisRo01 ,1985,Robert,Parish,east,N,1,7,0,NULL,NULL,1,0,NULL,NULL,NULL,NULL,0,0,2,0,NULL,NULL
ParisRo01 ,1984,Robert,Parish,east,N,1,10,4,NULL,NULL,6,1,NULL,NULL,NULL,NULL,5,2,0,0,NULL,NULL
ParisRo01 ,1983,Robert,Parish,east,N,1,28,12,NULL,NULL,15,2,NULL,NULL,NULL,NULL,11,5,4,2,NULL,NULL
ParisRo01 ,1982,Robert,Parish,east,N,1,18,13,NULL,NULL,3,0,NULL,NULL,NULL,NULL,6,5,4,3,NULL,NULL
ParisRo01 ,1980,Robert,Parish,east,N,1,25,16,NULL,NULL,10,2,NULL,NULL,NULL,NULL,18,5,6,6,NULL,NULL
ParisRo01 ,1981,Robert,Parish,East,N,1,20,21,7,0,7,1,0,2,1,2,12,9,4,3,0,0
PARKETO01 ,2008,Tony,Parker,West,N,1,20,14,4,0,4,4,2,0,2,0,11,7,0,0,2,0
parketo01 ,2005,Tony,Parker,west,N,1,20,8,0,0,0,4,0,0,5,1,8,3,2,2,1,0
ParkeTo01 ,2006,Tony,Parker,West,N,1,24,8,2,0,2,10,4,0,1,0,7,4,0,0,0,0
paulch01  ,2007,Chris,Paul,West,N,1,27,16,1,2,3,14,4,0,2,5,14,7,0,0,6,2
PAULCH01  ,2008,Chris,Paul,West,N,1,29,14,6,1,7,14,3,0,1,4,14,7,0,0,1,0
PaultBi01 ,1972,Billy,Paultz,east,A,1,15,3,3,2,5,3,0,0,1,2,3,1,1,1,0,0
PaultBi01 ,1974,Billy,Paultz,east,A,1,18,4,3,1,4,4,1,3,1,2,7,2,0,0,0,0
PaultBi01 ,1975,Billy,Paultz,AllStars,A,1,20,10,NULL,NULL,2,1,NULL,NULL,NULL,1,6,4,2,2,0,0
PaxsoJi01 ,1983,Jim,Paxson,west,N,1,14,10,NULL,NULL,3,2,NULL,NULL,NULL,NULL,9,5,0,0,NULL,NULL
PaxsoJi01 ,1982,Jim,Paxson,west,N,1,17,11,NULL,NULL,0,1,NULL,NULL,NULL,NULL,7,5,2,1,NULL,NULL
PaytoGa01 ,2002,Gary,Payton,west,N,1,15,8,0,1,1,2,0,0,3,3,6,4,0,0,1,0
PaytoGa01 ,2001,Gary,Payton,west,N,1,22,18,1,0,1,6,3,0,3,1,13,7,0,0,6,4
PaytoGa01 ,2000,Gary,Payton,west,N,1,18,0,2,2,4,5,2,0,1,2,5,0,0,0,0,0
PaytoGa01 ,1999,Gary,Payton,west,N,1,20,5,4,0,4,8,2,0,2,1,8,1,3,3,4,0
PaytoGa01 ,1997,Gary,Payton,west,N,1,24,7,1,2,3,13,2,0,4,0,7,3,0,0,3,1
PaytoGa01 ,1996,Gary,Payton,west,N,1,20,17,1,0,1,10,2,0,4,2,15,7,2,2,5,1
PaytoGa01 ,1995,Gary,Payton,west,N,1,28,18,NULL,NULL,5,5,NULL,NULL,NULL,NULL,10,6,6,6,NULL,NULL
PaytoGa01 ,1994,Gary,Payton,west,N,1,23,6,NULL,NULL,5,15,NULL,NULL,NULL,NULL,10,3,0,0,NULL,NULL
PaytoGa01 ,1993,Gary,Payton,west,N,1,17,6,NULL,NULL,6,9,NULL,NULL,NULL,NULL,4,3,0,0,NULL,NULL
PetriGe01 ,1973,Geoff,Petrie,west,N,1,26,8,NULL,NULL,2,4,NULL,NULL,NULL,NULL,11,3,2,2,NULL,NULL
PetriGe01 ,1970,Geoff,Petrie,west,N,1,5,0,NULL,NULL,0,1,NULL,NULL,NULL,NULL,3,0,0,0,NULL,NULL
PettiBo01 ,1954,Bob,Pettit,west,N,1,27,8,NULL,NULL,9,2,NULL,NULL,NULL,NULL,14,3,4,2,NULL,NULL
PettiBo01 ,1964,Bob,Pettit,west,N,1,34,13,NULL,NULL,12,0,NULL,NULL,NULL,NULL,14,5,5,3,NULL,NULL
PettiBo01 ,1963,Bob,Pettit,west,N,1,36,19,NULL,NULL,17,2,NULL,NULL,NULL,NULL,15,6,9,7,NULL,NULL
PettiBo01 ,1962,Bob,Pettit,west,N,1,32,25,NULL,NULL,13,0,NULL,NULL,NULL,NULL,16,7,12,11,NULL,NULL
PettiBo01 ,1961,Bob,Pettit,west,N,1,37,25,NULL,NULL,27,2,NULL,NULL,NULL,NULL,20,10,5,5,NULL,NULL
PettiBo01 ,1960,Bob,Pettit,west,N,1,32,29,NULL,NULL,9,0,NULL,NULL,NULL,NULL,22,13,7,3,NULL,NULL
PettiBo01 ,1959,Bob,Pettit,west,N,1,28,11,NULL,NULL,14,2,NULL,NULL,NULL,NULL,15,4,6,3,NULL,NULL
PettiBo01 ,1958,Bob,Pettit,west,N,1,34,25,NULL,NULL,16,5,NULL,NULL,NULL,NULL,21,8,9,9,NULL,NULL
PettiBo01 ,1957,Bob,Pettit,west,N,1,38,28,NULL,NULL,26,1,NULL,NULL,NULL,NULL,21,10,10,8,NULL,NULL
PettiBo01 ,1956,Bob,Pettit,west,N,1,31,21,NULL,NULL,11,2,NULL,NULL,NULL,NULL,18,8,6,5,NULL,NULL
PettiBo01 ,1955,Bob,Pettit,west,N,1,31,20,NULL,NULL,24,7,NULL,NULL,NULL,NULL,17,7,7,6,NULL,NULL
PhillAn01 ,1954,Andy,Phillip,west,N,1,28,6,NULL,NULL,3,6,NULL,NULL,NULL,NULL,4,3,0,0,NULL,NULL
PhillAn01 ,1953,Andy,Phillip,west,N,1,19,2,NULL,NULL,3,3,NULL,NULL,NULL,NULL,4,1,1,0,NULL,NULL
PhillAn01 ,1952,Andy,Phillip,west,N,1,36,9,NULL,NULL,6,8,NULL,NULL,NULL,NULL,9,4,1,1,NULL,NULL
PhillAn01 ,1950,Andy,Phillip,east,N,1,0,6,NULL,NULL,10,8,NULL,NULL,NULL,NULL,8,3,0,0,NULL,NULL
PhillAn01 ,1951,Andy,Phillip,east,N,1,30,11,NULL,NULL,3,6,NULL,NULL,NULL,NULL,6,4,3,3,NULL,NULL
PIERCPA01 ,2008,Paul,Pierce,East,N,1,20,18,3,1,4,2,2,0,1,3,11,6,6,5,5,1
PiercPa01 ,2003,Paul,Pierce,east,N,1,13,8,1,0,1,2,1,0,1,2,8,4,0,0,1,0
PiercPa01 ,2002,Paul,Pierce,east,N,1,18,8,2,0,2,3,4,0,2,1,11,4,0,0,5,0
PiercPa01 ,2001,Paul,Pierce,east,N,1,23,19,4,3,7,3,1,0,0,1,18,9,0,0,6,1
piercpa01 ,2007,Paul,Pierce,East,N,1,12,10,0,4,4,2,0,0,2,0,9,5,0,0,3,0
PIERCPA01 ,2004,Paul,Pierce,east,N,1,15,9,3,0,3,3,2,0,0,2,7,4,1,1,2,0
piercpa01 ,2005,Paul,Pierce,east,N,1,15,7,2,0,2,1,1,0,0,0,6,3,2,1,0,0
PiercRi01 ,1990,Ricky,Pierce,east,N,1,19,9,NULL,NULL,2,2,NULL,NULL,NULL,NULL,8,4,1,1,NULL,NULL
PippeSc01 ,1996,Scottie,Pippen,east,N,1,25,8,3,0,3,2,0,0,2,0,9,4,0,0,3,0
PippeSc01 ,1995,Scottie,Pippen,east,N,1,25,8,NULL,NULL,8,5,NULL,NULL,NULL,NULL,7,4,0,0,NULL,NULL
PippeSc01 ,1994,Scottie,Pippen,east,N,1,30,12,NULL,NULL,7,3,NULL,NULL,NULL,NULL,15,5,0,0,NULL,NULL
PippeSc01 ,1993,Scottie,Pippen,east,N,1,31,29,NULL,NULL,11,2,NULL,NULL,NULL,NULL,15,9,10,6,NULL,NULL
PippeSc01 ,1992,Scottie,Pippen,east,N,1,29,10,NULL,NULL,5,4,NULL,NULL,NULL,NULL,14,4,3,2,NULL,0
PippeSc01 ,1991,Scottie,Pippen,east,N,1,21,14,NULL,NULL,4,1,NULL,NULL,NULL,NULL,13,6,3,2,NULL,NULL
