,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Marking,Standing Tackle,Sliding Tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Free Kick Accuracy,Overall,Position,Position class,ID,VersionID
100275,49,52,57,65,47,53,49,62,57,63,63,61,60,61,56,82,75,70,59,71,58,49,54,59,62,67,63,5,11,12,8,11,56,60,CM,Midfield,176485,176485007
119742,9,18,12,35,14,13,19,37,24,33,42,68,67,51,22,73,52,72,13,42,17,12,31,22,10,12,12,74,73,68,75,78,13,74,GK,Goalkeeper,49000,49000015
216605,50,31,68,64,37,52,68,65,60,65,66,61,57,59,67,74,90,76,68,65,67,24,58,56,66,62,63,6,14,12,7,11,73,67,CB,Defense,169343,169343018
15941,78,81,77,83,62,81,72,78,76,87,86,64,76,73,80,67,84,84,75,61,79,76,77,72,33,28,21,11,22,78,22,22,68,80,RF,Attack,5738,5738004
77397,68,61,53,67,48,65,60,65,64,73,67,80,72,80,71,59,64,55,62,77,66,65,63,48,52,53,55,6,5,10,9,11,52,67,RM,Midfield,172573,172573007
78290,53,35,71,67,37,62,53,65,68,66,64,62,71,62,64,80,77,81,60,81,70,33,63,36,71,73,74,7,5,9,8,8,32,68,CDM,Midfield,123073,123073010
179221,84,64,62,76,60,81,77,70,81,93,92,90,85,87,64,83,92,67,66,79,80,75,68,59,76,84,79,13,15,13,6,13,64,81,LB,Defense,189332,189332019
167880,61,22,68,58,29,48,51,55,58,52,58,54,62,70,53,69,65,74,44,67,69,48,37,48,67,71,66,15,10,8,6,13,38,67,CB,Defense,45080,45080018
35493,52,48,63,61,61,51,53,56,63,75,76,69,65,60,65,80,79,77,54,73,76,78,62,64,69,71,25,1,25,56,25,25,48,70,CB,Defense,152609,152609004
20462,44,28,51,46,58,44,65,38,47,66,68,69,38,70,38,27,54,57,22,61,26,36,68,39,52,46,23,1,22,38,22,22,21,47,CDM,Midfield,188607,188607001
205547,53,29,35,69,29,55,56,68,68,60,66,73,70,72,58,78,93,77,55,85,63,58,53,67,57,66,56,8,11,14,10,5,69,65,CM,Midfield,193147,193147018
176691,68,49,58,66,72,60,66,63,65,65,69,60,56,59,80,56,75,74,77,60,67,46,68,62,56,63,62,7,14,14,11,12,70,64,CDM,Midfield,188316,188316011
21194,60,45,67,60,13,53,11,58,61,62,65,43,62,36,56,68,70,67,57,63,72,65,48,61,67,75,11,5,20,58,20,20,46,67,SW,,157071,157071002
209636,45,26,78,68,31,34,28,63,66,71,76,64,76,53,43,82,72,78,21,70,79,32,45,46,78,81,80,10,15,10,14,12,31,77,CB,Defense,205362,205362022
96685,13,16,18,30,11,13,15,38,24,50,46,32,69,45,35,77,33,71,10,22,22,13,21,25,13,10,12,70,71,62,70,69,11,71,GK,Goalkeeper,148526,148526011
160737,48,25,52,49,20,21,44,41,45,62,71,68,57,81,26,76,78,64,21,61,50,25,49,30,56,58,58,14,11,15,9,6,38,57,LB,Defense,189212,189212011
206161,59,39,75,63,34,50,48,65,62,69,68,68,74,63,74,81,69,78,62,74,80,43,52,58,75,74,76,10,7,13,9,5,52,75,CB,Defense,159370,159370039
213504,64,51,61,57,54,54,62,54,63,75,74,64,61,67,67,72,73,70,54,79,57,51,46,43,60,63,63,10,14,8,9,10,59,64,LB,Defense,179703,179703019
151298,68,25,69,61,25,58,51,59,52,68,72,61,63,70,43,85,65,82,25,72,71,39,36,30,62,69,61,5,7,15,7,5,31,65,CB,Defense,175688,175688011
23034,34,49,71,58,45,66,34,64,65,62,56,65,64,75,52,65,69,65,67,56,76,79,50,64,68,75,66,10,24,64,24,24,42,66,CM,Midfield,149124,149124003
222524,58,70,61,65,66,72,66,51,71,79,79,83,61,67,62,66,77,63,68,69,34,65,64,66,25,33,31,6,10,14,6,11,56,69,RM,Midfield,202994,202994030
113450,78,42,65,75,35,73,48,70,77,78,82,79,75,74,51,73,85,67,38,72,69,54,39,50,68,74,74,6,5,13,6,13,58,74,RB,Defense,186330,186330010
75263,70,41,51,61,44,74,34,56,67,75,78,60,60,67,64,45,66,59,52,40,47,64,54,30,25,27,24,15,13,14,14,8,31,66,RM,Midfield,183142,183142006
69239,46,26,59,53,35,50,42,28,54,59,68,51,63,66,58,64,69,68,39,85,56,23,60,39,64,59,56,10,9,14,5,13,38,60,CB,Defense,152903,152903010
108559,15,11,10,37,10,10,11,25,12,27,32,54,57,31,38,58,32,75,12,19,23,10,11,18,12,11,12,74,73,70,70,76,19,72,GK,Goalkeeper,176674,176674009
214174,61,76,79,72,74,74,71,59,73,77,78,77,76,69,77,78,73,81,74,65,30,79,61,76,25,23,25,11,13,11,11,8,72,76,ST,Attack,192991,192991016
174055,85,63,69,83,62,81,74,78,83,87,86,86,84,79,78,77,85,65,76,68,83,75,77,74,78,81,79,5,7,14,15,9,75,82,LB,Defense,197445,197445023
15660,88,69,73,78,61,79,65,74,79,82,84,75,79,69,79,64,74,72,81,81,70,72,54,71,74,86,22,12,22,74,22,22,83,79,RWB,Defense,5203,5203005
221739,52,64,46,74,52,72,52,77,69,66,68,68,74,68,59,66,70,65,68,59,42,52,69,59,53,35,32,8,12,16,6,12,58,67,CM,Midfield,164734,164734006
138500,67,60,61,69,58,75,72,66,73,80,78,76,66,78,75,72,74,66,69,68,65,66,70,63,61,65,65,7,11,12,9,5,73,71,LM,Midfield,176842,176842013
192036,42,68,62,48,58,62,48,47,60,72,74,70,54,72,62,73,75,64,36,57,25,69,42,45,25,25,25,4,7,9,13,11,30,63,ST,Attack,199087,199087006
133562,52,47,86,70,63,53,43,76,70,53,58,56,68,69,70,71,66,90,52,78,83,28,51,54,83,87,82,9,15,12,6,5,61,82,CB,Defense,183280,183280017
66740,35,21,73,61,32,41,25,53,62,59,71,52,60,77,42,77,66,80,21,69,71,72,72,35,55,67,61,5,12,9,8,12,40,62,CB,Defense,49749,49749008
158212,68,65,62,66,53,80,70,56,75,86,85,81,84,77,71,46,68,53,59,29,30,69,58,53,26,24,20,6,13,10,5,13,72,73,RW,Attack,196899,196899012
41678,69,90,78,78,89,81,70,57,85,79,82,76,86,84,49,81,84,62,85,52,71,85,76,78,20,22,16,5,20,57,20,20,54,85,ST,Attack,180930,180930006
99642,48,64,55,46,58,67,56,46,63,68,64,67,64,66,62,59,66,56,58,42,14,54,46,57,18,26,16,8,7,8,8,6,53,64,ST,Attack,200546,200546003
202976,60,53,53,78,60,73,60,75,77,73,68,74,71,76,63,65,67,50,68,44,64,60,66,49,60,50,59,12,10,10,13,7,55,70,CM,Midfield,202476,202476018
158165,48,38,75,63,53,44,41,50,59,50,53,37,72,38,69,66,71,90,41,90,74,38,43,56,74,78,81,15,5,12,6,12,34,76,CB,Defense,162123,162123024
183109,58,78,75,62,72,63,67,30,66,75,80,73,75,65,78,73,60,64,67,42,22,79,49,77,20,25,25,7,8,12,5,7,69,74,ST,Attack,50598,50598034
98057,18,17,16,25,10,17,10,23,23,37,48,44,51,61,24,62,56,80,10,31,21,15,35,23,12,10,10,65,60,56,55,62,15,60,GK,Goalkeeper,120415,120415010
35434,32,31,54,50,58,34,53,53,49,58,57,71,48,49,40,71,62,50,21,47,38,46,41,41,63,65,58,5,22,53,22,22,33,57,CB,Defense,166855,166855006
184968,42,43,66,74,47,54,41,71,71,56,53,62,62,44,53,38,66,72,58,56,60,49,73,45,56,67,43,14,12,8,5,15,49,66,CDM,Midfield,199977,199977011
133975,60,62,61,65,56,68,63,49,70,76,82,70,63,57,70,64,68,67,60,55,23,62,63,62,25,34,34,5,7,13,15,5,46,66,LM,Midfield,205682,205682007
111072,60,53,55,79,46,69,59,74,74,79,67,68,71,84,68,69,86,60,60,81,78,68,66,58,64,76,66,5,5,5,9,6,58,71,LB,Defense,193942,193942010
133998,48,67,59,60,56,63,57,66,66,81,80,77,62,85,61,74,69,57,47,54,31,65,51,51,43,41,35,11,13,11,12,11,44,64,ST,Attack,187899,187899015
153136,45,50,51,65,42,52,30,58,60,51,50,67,61,63,52,60,58,61,39,80,50,61,65,60,53,59,63,8,5,7,9,6,41,59,CM,Midfield,53367,53367004
213384,63,53,48,62,54,65,61,54,62,76,75,82,66,83,67,72,69,56,52,59,64,59,57,59,63,63,60,7,15,9,15,5,51,63,LB,Defense,184643,184643023
55067,51,48,74,64,42,47,49,59,58,64,66,58,65,70,52,73,74,75,59,79,71,29,66,62,67,64,61,15,15,11,9,13,52,68,CB,Defense,18886,18886006
162258,58,44,62,65,27,63,27,64,67,70,72,73,64,71,57,71,73,71,54,78,71,57,67,44,71,70,70,9,8,10,12,13,46,69,RB,Defense,194795,194795016
35880,56,73,69,66,62,68,56,58,65,71,73,72,67,76,72,75,74,71,66,58,69,71,65,75,23,23,15,6,23,58,23,23,68,67,ST,Attack,192527,192527002
212239,65,61,45,78,54,72,67,75,75,83,82,83,79,77,72,74,80,75,62,87,70,67,72,77,71,75,65,6,6,13,14,13,52,75,CDM,Midfield,134820,134820028
51666,54,23,87,74,25,32,31,69,73,65,73,51,76,74,63,82,76,83,47,84,80,83,70,85,85,83,81,9,23,69,23,23,38,81,CB,Defense,10866,10866008
168182,68,49,76,64,48,69,59,58,67,75,78,72,74,66,77,73,90,84,70,83,77,68,59,30,70,75,68,15,15,8,13,12,49,74,LB,Defense,185089,185089019
80961,44,40,76,63,52,62,48,70,67,70,71,56,76,49,73,80,76,85,53,65,75,42,52,52,77,77,76,12,12,10,13,7,62,75,CB,Defense,143207,143207008
120553,48,60,46,63,54,70,56,53,68,91,90,71,75,91,64,72,74,80,57,64,41,55,58,65,16,12,11,10,5,11,13,9,62,65,RM,Midfield,201302,201302009
141069,68,67,59,70,68,81,70,64,75,88,84,90,75,75,73,91,80,67,68,51,37,73,72,72,21,25,25,10,14,6,9,5,70,74,CAM,Midfield,140141,140141012
232334,48,66,68,55,65,63,48,51,62,74,78,70,64,74,65,81,71,59,61,78,35,64,54,67,35,40,34,9,14,14,11,14,42,67,ST,Attack,169498,169498027
154395,69,68,68,75,66,74,66,75,76,76,73,80,71,74,73,66,76,66,75,73,65,72,73,56,46,66,66,7,8,7,7,9,64,73,CM,Midfield,192073,192073018
133657,36,28,76,58,29,36,36,39,60,63,77,53,73,55,78,46,64,93,57,88,70,27,28,38,73,77,73,12,7,14,15,8,26,73,CB,Defense,184852,184852013
175328,67,64,44,70,53,68,71,64,72,80,78,74,71,70,70,62,65,64,66,48,21,52,67,52,25,29,25,13,12,11,14,12,60,69,CAM,Midfield,179633,179633021
19915,69,60,56,56,62,62,58,68,61,75,74,57,60,68,57,67,69,65,62,66,66,62,66,71,68,71,32,10,24,68,24,24,39,65,LB,Defense,148253,148253001
7842,69,81,68,56,23,81,36,35,78,81,81,64,69,74,72,71,83,59,81,45,61,71,34,73,20,20,57,11,20,35,20,20,38,79,ST,Attack,181392,181392001
206203,72,70,24,77,71,81,70,73,82,81,79,85,75,84,75,52,77,49,78,51,59,69,77,64,40,46,50,6,11,14,5,6,69,73,CM,Midfield,199952,199952029
230230,41,41,70,61,42,53,47,62,63,45,55,59,72,43,68,75,68,78,47,69,75,44,49,49,76,70,67,13,15,14,10,11,46,71,CB,Defense,206022,206022043
20483,52,81,75,59,66,65,67,55,73,71,74,64,69,67,72,68,71,78,72,55,76,68,76,66,25,23,38,7,25,55,25,25,71,73,ST,Attack,150176,150176002
124176,49,42,53,71,46,56,59,63,67,67,68,64,72,73,60,74,83,79,54,78,79,60,75,57,62,81,64,11,9,10,8,12,49,73,CDM,Midfield,188931,188931013
156791,71,66,49,67,72,65,65,66,68,61,54,71,66,72,71,71,63,71,76,61,61,70,67,77,33,37,34,13,15,14,6,5,70,66,RM,Midfield,140798,140798014
11434,51,48,67,61,67,52,58,47,62,62,58,70,64,58,56,84,71,65,55,61,62,64,61,64,68,69,37,13,23,47,23,23,41,67,LB,Defense,171900,171900003
128497,65,56,59,68,50,65,20,66,68,68,60,72,72,81,78,76,77,74,74,82,75,54,58,66,71,70,59,12,13,13,10,6,62,70,CDM,Midfield,184944,184944010
89113,58,43,63,66,21,58,45,60,66,66,69,68,74,70,57,78,74,74,36,81,70,41,55,37,68,66,71,13,14,9,11,13,39,68,CDM,Midfield,181017,181017008
208383,59,53,65,66,50,54,62,68,62,58,65,61,69,51,74,59,79,79,61,85,59,64,65,42,57,63,61,10,13,10,11,9,62,65,CM,Midfield,177442,177442028
52699,57,43,65,71,48,53,49,69,66,67,69,60,75,67,66,66,90,74,59,88,65,31,71,58,76,74,77,11,10,15,11,9,62,70,CDM,Midfield,12371,12371005
144365,49,33,42,61,37,54,44,51,56,71,66,71,66,77,53,43,53,34,34,40,39,56,63,45,39,46,43,6,11,10,9,5,45,58,CM,Midfield,205683,205683005
203762,56,56,30,75,66,66,67,70,75,67,55,81,66,76,65,59,63,49,65,42,52,70,77,61,46,52,47,12,11,9,15,11,67,68,CM,Midfield,46740,46740024
140408,79,55,75,78,34,72,62,72,76,65,65,72,74,56,65,75,81,78,58,67,81,64,70,58,74,77,73,12,15,7,5,5,56,76,RB,Defense,153938,153938015
24944,76,62,73,75,53,74,60,68,73,76,75,72,58,69,66,43,56,82,64,63,55,54,63,61,78,80,25,9,20,68,20,20,59,81,CM,Midfield,158810,158810005
131380,82,80,54,86,84,83,86,87,86,60,63,73,86,75,82,58,68,65,85,59,47,84,87,78,23,33,22,11,11,5,15,13,88,83,CAM,Midfield,45574,45574017
148710,69,64,54,71,65,82,63,58,79,84,77,84,65,82,68,62,69,46,62,40,24,65,72,48,22,16,23,6,11,6,13,12,42,73,LM,Midfield,186197,186197011
197467,76,78,72,85,78,80,76,79,84,81,77,79,84,78,77,81,93,75,78,89,86,79,80,86,72,84,90,4,2,4,2,4,65,85,CM,Midfield,181872,181872037
35172,21,21,21,21,17,21,16,66,21,59,47,44,73,43,21,69,41,79,21,63,48,59,33,64,21,21,60,80,73,66,69,83,11,76,GK,Goalkeeper,164835,164835007
72241,37,60,56,61,51,60,43,42,61,68,73,74,52,61,60,59,56,58,56,39,38,56,48,51,31,27,14,9,10,14,10,5,46,59,ST,Attack,201911,201911003
62752,43,60,40,42,50,51,48,31,63,69,69,60,49,53,74,68,50,62,38,57,17,49,70,51,17,16,12,10,10,6,7,12,46,56,ST,Attack,172564,172564006
214177,25,25,25,36,25,25,25,28,23,44,45,54,69,57,29,75,40,79,25,33,23,25,25,28,25,25,25,80,71,59,65,83,25,74,GK,Goalkeeper,111661,111661027
199787,60,51,70,64,45,58,45,68,59,68,68,67,77,55,64,67,75,76,56,64,74,43,54,54,70,72,77,6,10,15,8,5,40,71,CB,Defense,171896,171896037
196258,53,70,43,60,53,59,75,58,60,80,73,81,62,90,62,73,62,37,71,51,32,63,60,78,24,46,33,7,11,10,14,11,71,63,LW,Attack,157279,157279011
201006,63,68,67,68,67,72,66,55,71,75,74,81,66,63,74,71,67,73,69,72,25,71,73,73,25,25,25,5,8,15,9,11,74,70,ST,Attack,167705,167705025
61110,52,53,71,50,45,52,54,45,61,65,68,64,62,38,71,77,74,41,46,66,30,56,41,48,34,37,29,10,12,13,13,11,47,56,RM,Midfield,191728,191728003
213139,64,69,53,63,62,67,63,61,65,77,76,85,55,73,67,62,71,68,72,53,59,73,52,50,34,43,22,5,10,5,7,11,55,67,LW,Attack,202968,202968019
202825,25,25,25,21,25,25,25,23,25,51,55,51,66,50,25,65,44,65,25,21,25,25,25,36,25,25,25,67,68,75,66,69,25,68,GK,Goalkeeper,189084,189084025
72004,58,54,71,72,62,58,51,67,67,67,70,66,52,65,71,67,72,66,67,74,74,47,60,53,65,61,64,13,14,5,6,5,44,66,CDM,Midfield,184274,184274005
8026,62,68,50,68,61,74,32,61,71,71,72,47,61,56,62,59,61,61,57,47,76,69,71,62,21,29,79,15,12,61,15,12,62,68,LF,Attack,41835,41835002
66163,69,54,46,63,48,71,66,51,72,71,73,72,73,59,50,61,76,54,42,57,56,69,51,55,56,23,23,9,7,6,11,15,51,68,RW,Attack,195361,195361004
67804,51,37,28,68,26,54,53,64,58,67,70,70,65,70,65,54,62,59,49,67,60,31,54,46,52,65,59,14,5,8,13,8,62,61,CDM,Midfield,193757,193757004
157926,65,39,49,65,54,59,51,57,64,75,68,77,65,82,69,75,72,65,61,67,61,41,57,50,63,63,65,11,8,5,8,9,56,65,LB,Defense,109321,109321013
70168,11,11,13,29,13,18,10,33,25,26,26,69,35,55,26,45,26,26,12,35,16,12,37,25,13,11,18,66,62,53,66,60,11,61,GK,Goalkeeper,157038,157038002
229710,66,61,68,43,60,65,43,43,68,82,81,84,56,87,62,78,72,67,62,73,40,67,50,45,33,42,33,13,15,15,16,16,46,63,RM,Midfield,199265,199265028
119104,60,46,53,64,53,65,61,55,64,75,77,73,67,78,59,51,71,56,46,60,60,54,59,55,65,65,64,7,8,6,14,12,53,64,RB,Defense,180700,180700015
21979,64,54,42,59,60,53,59,60,59,60,84,71,68,70,67,67,69,58,47,50,52,61,53,66,39,40,51,8,23,60,23,23,41,64,LM,Midfield,176224,176224001
209905,63,36,68,63,42,58,57,59,62,67,72,59,68,51,68,57,68,75,64,66,69,30,55,53,65,67,66,12,10,7,8,9,56,66,LB,Defense,193690,193690009
20567,64,63,68,76,51,69,42,77,82,77,78,63,76,75,78,70,78,79,74,74,73,77,53,71,76,72,42,19,25,77,25,25,72,73,CM,Midfield,150174,150174002
70825,54,51,42,55,57,69,65,47,48,88,89,81,60,64,69,51,69,47,53,58,22,59,52,52,48,36,38,6,12,9,7,5,58,62,RM,Midfield,185229,185229005
182893,66,59,42,80,55,70,82,76,75,68,65,71,62,79,56,57,60,58,71,62,46,68,78,75,41,51,38,6,12,13,10,13,73,69,CM,Midfield,192790,192790019
6503,68,75,59,74,56,67,65,64,69,76,76,71,73,68,69,59,74,62,69,58,69,69,55,68,57,47,29,3,23,64,23,23,58,72,CF,Attack,171995,171995001
113316,76,63,73,87,67,74,64,87,83,55,65,58,80,63,78,72,79,64,76,67,86,71,81,78,71,74,72,13,12,11,15,9,75,82,CM,Midfield,21146,21146016
91877,59,78,81,59,74,79,58,48,80,76,80,63,83,62,82,60,66,89,63,89,40,79,68,79,28,39,34,11,13,12,8,11,59,80,ST,Attack,179844,179844013
124879,67,41,67,63,44,65,42,54,62,73,72,67,61,62,61,71,83,71,42,73,59,53,54,56,56,61,55,8,15,6,9,12,52,63,LB,Defense,158282,158282014
28357,58,78,64,63,21,71,40,38,72,76,74,68,72,66,66,71,68,63,42,32,60,63,52,60,25,21,56,9,22,38,22,22,39,75,RWM,Midfield,189338,189338002
226921,50,41,54,58,50,51,36,55,57,60,62,63,52,66,43,80,72,64,55,70,72,51,40,42,67,68,75,10,14,10,14,16,46,66,CB,Defense,152961,152961024
155345,53,36,55,57,35,49,50,50,55,74,70,65,63,80,60,69,80,70,40,67,61,30,55,40,57,58,58,13,12,13,6,11,37,61,LB,Defense,193321,193321008
137056,64,46,65,66,55,67,63,63,68,65,65,59,69,66,47,70,76,71,38,70,64,56,59,52,74,76,75,14,6,7,7,9,36,70,LB,Defense,167925,167925016
23411,49,70,69,53,61,74,67,41,69,78,75,79,75,81,72,87,64,60,73,60,65,68,67,62,22,22,70,2,22,41,22,22,60,65,CF,Attack,188135,188135002
73594,28,23,63,46,15,47,21,38,56,60,58,47,52,57,45,72,66,72,17,52,65,18,49,35,58,65,53,12,11,7,7,11,41,60,CB,Defense,185170,185170006
212947,76,70,53,84,80,83,83,80,83,77,74,84,74,82,75,75,57,62,77,61,34,70,80,80,35,42,39,6,6,5,14,14,82,80,CAM,Midfield,136138,136138034
53476,25,48,48,32,41,52,32,30,38,45,50,48,45,44,50,30,41,31,47,22,11,28,18,47,14,15,21,8,7,15,6,14,39,52,ST,Attack,199763,199763002
4505,74,83,76,74,35,81,67,53,81,79,83,84,70,95,65,77,84,69,76,68,22,71,73,66,17,21,18,15,11,53,10,12,66,78,ST,Attack,110376,110376002
117555,59,37,60,72,58,66,63,69,73,74,76,79,74,77,66,63,77,66,59,77,73,59,67,60,67,74,73,6,14,7,9,5,66,72,CDM,Midfield,193211,193211011
69065,14,12,22,37,11,13,13,31,28,52,52,48,64,75,44,72,61,68,10,44,25,13,32,44,13,11,12,72,69,52,62,64,13,67,GK,Goalkeeper,11941,11941007
34531,37,21,21,37,23,21,32,94,40,49,39,47,46,59,65,68,57,75,45,42,46,25,29,74,21,21,65,74,71,94,83,77,85,77,GK,Goalkeeper,21570,21570007
120164,23,24,64,39,30,38,30,48,40,49,45,35,61,34,34,58,57,91,23,81,78,22,22,30,62,58,51,2,2,2,2,2,23,63,CB,Defense,176798,176798016
161566,74,75,66,74,68,81,71,70,83,86,86,81,69,75,76,74,79,63,70,69,39,75,75,72,28,34,22,8,8,10,9,8,70,78,RW,Attack,138456,138456024
108735,45,79,84,66,65,68,53,53,67,48,43,47,60,37,80,80,60,91,72,45,34,68,50,72,38,48,35,14,5,7,14,15,49,71,ST,Attack,176741,176741013
84983,72,70,55,81,64,75,89,76,78,68,66,75,72,73,74,54,69,67,88,73,65,76,83,82,57,74,58,11,15,6,13,6,87,82,CM,Midfield,188791,188791009
88465,56,69,60,60,67,66,65,48,67,74,73,73,69,63,76,70,65,69,65,66,30,68,64,70,28,40,30,9,14,5,6,8,60,68,ST,Attack,177958,177958007
63065,68,75,61,74,69,73,62,71,75,75,74,72,76,71,67,58,80,70,72,43,65,77,74,70,42,37,35,8,9,7,14,15,33,73,CAM,Midfield,162408,162408008
227788,56,22,60,52,23,49,59,47,56,69,68,72,66,68,49,70,74,75,33,74,67,44,49,43,71,72,70,8,11,11,13,7,28,68,CB,Defense,53759,53759017
196411,63,24,59,64,50,40,59,56,52,54,63,67,67,66,60,80,80,66,58,75,71,20,38,40,66,68,67,15,9,5,13,11,34,66,LB,Defense,163972,163972017
182149,30,21,78,60,22,40,24,58,56,50,55,34,78,45,56,69,55,83,25,82,82,30,34,29,79,82,80,11,15,6,9,11,31,78,CB,Defense,190547,190547027
31343,31,33,42,41,50,26,50,58,29,37,39,57,33,81,48,83,43,42,38,54,46,47,63,48,62,64,52,8,21,58,21,21,28,70,CB,Defense,184338,184338002
92366,60,42,59,70,41,65,46,71,69,72,73,73,75,67,65,65,80,67,58,74,74,56,64,47,72,75,79,7,8,10,6,10,35,72,LB,Defense,193440,193440013
139421,71,44,67,72,44,63,63,57,66,67,65,59,67,68,70,78,74,77,52,69,69,46,52,57,69,73,69,10,8,6,11,5,54,69,LB,Defense,141092,141092018
211881,39,33,54,62,44,50,50,64,61,50,53,44,68,56,69,69,85,80,51,88,77,34,54,44,57,69,72,14,11,10,15,5,41,69,CDM,Midfield,177448,177448022
73081,58,33,33,59,57,43,41,58,54,78,80,51,63,70,57,39,55,47,46,60,42,35,30,29,55,51,50,10,6,14,9,13,39,54,LB,Defense,202151,202151003
87320,72,30,62,68,36,62,58,64,62,76,70,70,70,61,66,69,69,66,54,73,72,58,40,48,65,72,74,13,15,6,6,15,44,71,LM,Midfield,183437,183437008
144858,61,87,80,74,82,81,78,44,81,77,73,73,83,71,77,81,55,75,67,45,22,88,67,88,25,23,21,12,5,6,15,14,69,81,ST,Attack,142708,142708025
215089,44,69,59,59,60,59,58,54,60,66,67,71,68,71,68,57,77,64,60,55,36,65,59,70,35,45,43,8,7,14,12,6,48,65,ST,Attack,139784,139784038
221238,33,43,73,56,25,30,21,55,55,51,55,56,57,46,60,71,55,83,32,74,64,29,47,33,69,68,66,5,15,5,7,14,43,70,CB,Defense,156165,156165021
119404,67,62,54,70,54,73,72,69,73,55,52,71,70,76,71,70,34,44,66,60,51,72,73,81,40,45,43,5,11,10,13,8,75,70,CAM,Midfield,172659,172659013
118806,64,60,62,62,55,64,68,55,65,83,78,81,62,72,62,73,84,64,59,61,59,65,66,58,52,50,54,10,11,14,14,15,48,66,LW,Attack,190588,190588013
42570,71,49,65,69,54,62,57,58,70,74,76,72,64,70,70,55,73,69,47,64,69,72,50,55,69,66,72,12,20,63,20,20,45,69,RWB,Defense,176984,176984005
134327,56,50,60,70,39,63,49,70,70,66,69,71,69,70,58,57,68,63,57,65,67,55,70,49,63,69,65,9,14,7,11,7,39,65,CM,Midfield,184352,184352011
199431,38,24,68,48,36,40,52,41,53,62,67,44,51,69,40,72,72,74,35,64,62,39,37,36,51,66,55,5,11,12,12,9,31,61,CB,Defense,162982,162982020
179874,69,52,47,73,70,70,76,72,74,61,60,71,69,83,75,61,67,65,72,84,67,62,77,85,61,63,58,14,6,10,8,14,75,70,CM,Midfield,140038,140038019
216971,47,48,65,64,30,45,35,55,55,51,52,34,61,49,41,71,65,70,46,80,70,25,42,43,67,68,62,12,12,13,5,8,39,67,CB,Defense,168283,168283021
195828,25,25,25,28,25,25,25,25,28,48,50,45,67,38,27,46,31,58,25,32,25,25,25,21,25,25,25,75,66,50,72,74,25,71,GK,Goalkeeper,189908,189908020
47739,42,75,73,52,68,63,43,46,65,77,73,68,67,72,78,66,68,75,56,62,38,74,57,49,41,46,28,12,12,10,9,6,38,70,ST,Attack,165804,165804003
115027,60,57,71,70,61,51,60,67,58,62,66,61,68,70,72,75,83,73,66,79,56,52,63,74,70,74,72,6,10,13,14,7,65,68,CDM,Midfield,176992,176992020
189595,55,63,76,55,59,47,29,32,62,57,62,45,58,44,70,70,90,83,62,66,23,56,47,61,25,22,21,13,14,7,6,13,34,62,ST,Attack,19410,19410026
190904,67,63,54,68,59,71,61,64,73,78,79,64,60,61,65,61,75,78,54,67,40,73,67,50,31,43,35,13,11,9,9,9,51,68,CAM,Midfield,203568,203568020
67520,11,10,12,18,11,13,15,14,22,39,49,35,51,45,37,58,34,46,12,15,19,11,24,18,14,10,22,47,45,54,53,51,11,64,GK,Goalkeeper,200209,200209002
208192,32,25,56,48,23,25,29,40,43,33,34,33,48,54,37,32,34,77,22,55,54,22,35,35,57,55,55,10,14,11,7,9,29,54,CB,Defense,202844,202844014
68536,64,33,37,63,27,71,49,45,62,73,77,76,64,53,45,44,64,46,29,60,44,68,75,66,36,38,39,8,5,12,6,13,43,66,RM,Midfield,153255,153255007
133350,74,40,70,70,64,72,64,66,73,77,82,72,73,58,74,71,85,74,74,73,70,64,59,52,69,75,75,15,11,10,14,14,62,73,RB,Defense,170320,170320019
139373,62,45,49,74,49,71,79,70,70,74,71,80,70,82,72,82,77,49,72,59,66,64,63,63,62,64,62,5,12,14,12,6,73,69,CM,Midfield,140262,140262016
106532,14,13,18,38,12,11,13,37,30,51,51,65,77,40,35,69,51,71,10,60,23,16,31,18,14,14,17,77,78,83,78,85,13,79,GK,Goalkeeper,183666,183666012
116686,42,57,40,58,55,66,62,37,64,77,74,81,59,80,67,80,61,26,50,42,18,61,40,46,18,27,20,10,14,9,8,10,48,59,ST,Attack,200473,200473009
121696,58,76,73,63,68,64,64,47,70,69,67,68,67,71,73,72,76,66,64,62,41,80,63,71,42,37,23,7,15,9,12,7,60,72,ST,Attack,164559,164559020
49540,66,53,67,76,56,70,69,71,74,72,74,76,67,73,72,64,79,76,68,74,73,72,66,69,69,69,61,5,23,71,23,23,67,71,CDM,Midfield,143644,143644008
17545,67,68,73,78,43,69,63,66,71,71,67,72,69,57,78,67,77,74,89,74,66,70,34,69,62,69,75,10,23,66,23,23,85,71,CAM,Midfield,35813,35813004
30249,70,41,61,69,62,77,52,57,77,78,73,71,63,55,83,86,70,79,78,77,64,51,57,61,32,51,35,1,21,57,21,21,31,69,CM,Midfield,184523,184523002
141947,70,40,46,58,20,59,38,55,61,65,55,61,68,65,45,65,55,58,49,70,60,49,63,48,58,45,64,5,8,5,6,9,27,57,CM,Midfield,137779,137779006
